stem,method,region_h,region_w,niqe,brisque,ocr_conf_sum,ocr_n_detections
sc_h_34,raw,116,96,12.321755137057385,41.43963623046875,0.7776264720387619,1
sc_h_34,telea,116,96,12.522814185192987,27.70526123046875,0.0,0
sc_h_34,navier_stokes,116,96,10.64516536589178,30.82537841796875,0.0,0
sc_h_34,lama_manual_mask,116,96,10.30053499886702,18.79022216796875,0.0,0
sc_h_34,lama_dilated,116,96,8.874902156080612,28.89178466796875,0.0,0
sc_h_34,lama_auto,116,96,8.16106214977644,30.28533935546875,0.0,0
sc_h_35,raw,123,100,5.6390229998040775,16.14666748046875,1.267990642799735,2
sc_h_35,telea,123,100,6.582924515627468,13.85760498046875,0.0,0
sc_h_35,navier_stokes,123,100,5.732840214427518,13.45916748046875,0.0,0
sc_h_35,lama_manual_mask,123,100,6.02248780316457,13.55877685546875,0.0,0
sc_h_35,lama_dilated,123,100,6.5441154768761525,15.14666748046875,0.0,0
sc_h_35,lama_auto,123,100,6.09764957634232,13.10858154296875,0.0,0
sc_h_36,raw,126,96,5.504767034995489,22.64178466796875,0.0,0
sc_h_36,telea,126,96,6.4860773079703185,23.75018310546875,0.0,0
sc_h_36,navier_stokes,126,96,5.610234464972501,21.65155029296875,0.0,0
sc_h_36,lama_manual_mask,126,96,6.055780263671348,17.28045654296875,0.0,0
sc_h_36,lama_dilated,126,96,5.747054337622182,16.93572998046875,0.0,0
sc_h_36,lama_auto,126,96,6.071028632010841,12.47088623046875,0.0,0
sc_h_37,raw,127,96,4.673155471012938,16.88201904296875,0.0,0
sc_h_37,telea,127,96,5.062055833812112,15.15740966796875,0.0,0
sc_h_37,navier_stokes,127,96,4.983133911511454,16.44940185546875,0.0,0
sc_h_37,lama_manual_mask,127,96,4.755179256253584,13.49920654296875,0.0,0
sc_h_37,lama_dilated,127,96,4.857600133629534,11.08026123046875,0.0,0
sc_h_37,lama_auto,127,96,5.102923361652468,19.03826904296875,0.0,0
sc_h_38,raw,125,96,11.556452829138006,39.55487060546875,0.9437177393646541,2
sc_h_38,telea,125,96,10.695643177875775,20.96795654296875,0.0,0
sc_h_38,navier_stokes,125,96,8.813258545964564,29.29901123046875,0.0,0
sc_h_38,lama_manual_mask,125,96,9.586218890226176,21.31951904296875,0.0,0
sc_h_38,lama_dilated,125,96,9.885442408838745,20.06561279296875,0.0,0
sc_h_38,lama_auto,125,96,9.867356443954574,20.90350341796875,0.0,0
sc_h_39,raw,123,96,11.384741254018532,37.97576904296875,1.6148241330737518,2
sc_h_39,telea,123,96,7.0069149769819985,16.87225341796875,0.0,0
sc_h_39,navier_stokes,123,96,6.10237658046992,22.35076904296875,0.0,0
sc_h_39,lama_manual_mask,123,96,6.893870949496382,18.70233154296875,0.0,0
sc_h_39,lama_dilated,123,96,7.942595949836677,18.23260498046875,0.0,0
sc_h_39,lama_auto,123,96,7.35344389876818,15.71307373046875,0.0,0
sc_h_40,raw,123,96,8.508588581278556,14.32244873046875,1.0691710123329177,2
sc_h_40,telea,123,96,7.672811543339687,25.60174560546875,0.0,0
sc_h_40,navier_stokes,123,96,7.687021466797028,19.87615966796875,0.0,0
sc_h_40,lama_manual_mask,123,96,7.538108254330649,15.13494873046875,0.0,0
sc_h_40,lama_dilated,123,96,6.134127033621447,22.62908935546875,0.0,0
sc_h_40,lama_auto,123,96,6.949925970455362,16.98651123046875,0.0,0
sc_h_41,raw,131,96,9.663677728326263,19.67694091796875,1.4836873049427268,2
sc_h_41,telea,131,96,8.162823824268665,17.39178466796875,0.0,0
sc_h_41,navier_stokes,131,96,6.947092528959295,18.27557373046875,0.0,0
sc_h_41,lama_manual_mask,131,96,6.574400460619972,8.87615966796875,0.0,0
sc_h_41,lama_dilated,131,96,8.448035358413236,13.84979248046875,0.0,0
sc_h_41,lama_auto,131,96,7.610260491202886,18.88299560546875,0.0,0
sc_h_42,raw,130,96,5.92639149546699,20.57049560546875,0.5452141914576454,1
sc_h_42,telea,130,96,6.592323090222169,26.34295654296875,0.0,0
sc_h_42,navier_stokes,130,96,5.696361620178927,26.65447998046875,0.0,0
sc_h_42,lama_manual_mask,130,96,5.474103094734301,23.48358154296875,0.0,0
sc_h_42,lama_dilated,130,96,6.551824283314882,24.68572998046875,0.0,0
sc_h_42,lama_auto,130,96,5.508534617081523,17.15447998046875,0.0,0
sc_h_43,raw,126,96,14.558791419087788,35.33319091796875,1.2729010517147628,3
sc_h_43,telea,126,96,11.007984957161641,23.88592529296875,0.0,0
sc_h_43,navier_stokes,126,96,9.667190414625527,29.61834716796875,0.0,0
sc_h_43,lama_manual_mask,126,96,10.881443847819606,14.57147216796875,0.2656834125518799,1
sc_h_43,lama_dilated,126,96,10.970516151340192,19.27850341796875,0.0,0
sc_h_43,lama_auto,126,96,10.356485213220383,20.25897216796875,0.0,0
sc_h_44,raw,121,96,11.345304014572648,32.13104248046875,1.0253021586076352,2
sc_h_44,telea,121,96,8.066003664133088,11.86834716796875,0.0,0
sc_h_44,navier_stokes,121,96,7.62932541463592,14.78436279296875,0.0,0
sc_h_44,lama_manual_mask,121,96,8.08786255378222,6.47283935546875,0.0,0
sc_h_44,lama_dilated,121,96,8.503758769862007,14.08514404296875,0.0,0
sc_h_44,lama_auto,121,96,8.437399658492772,14.26776123046875,0.0,0
