stem,method,region_h,region_w,niqe,brisque,ocr_conf_sum,ocr_n_detections
sc_h_29,raw,117,96,10.985615569285725,42.42596435546875,0.5024041993779816,2
sc_h_29,telea,117,96,10.72917130543534,28.95037841796875,0.0,0
sc_h_29,navier_stokes,117,96,9.157807777773806,29.62127685546875,0.0,0
sc_h_29,lama_manual_mask,117,96,7.1699615472334335,17.31951904296875,0.9182377883309117,1
sc_h_29,lama_dilated,117,96,8.224863508195694,27.18475341796875,0.0,0
sc_h_29,lama_auto,117,96,7.672748640437668,26.53826904296875,0.0,0
sc_h_3,raw,176,119,5.794449241167647,32.77655029296875,0.6500357466755572,1
sc_h_3,telea,176,119,5.99739818348312,22.43963623046875,0.0,0
sc_h_3,navier_stokes,176,119,4.412190262099644,22.82244873046875,0.0,0
sc_h_3,lama_manual_mask,176,119,4.14848096213932,25.26873779296875,0.0,0
sc_h_3,lama_dilated,176,119,4.824181544607837,24.90155029296875,0.0,0
sc_h_3,lama_auto,176,119,4.550905816180611,24.52069091796875,0.0,0
sc_h_30,raw,117,96,10.102857622144851,21.99920654296875,0.23497415129120897,2
sc_h_30,telea,117,96,7.877393652253972,35.45721435546875,0.0,0
sc_h_30,navier_stokes,117,96,7.860334351820791,31.61346435546875,0.0,0
sc_h_30,lama_manual_mask,117,96,7.699634044033281,27.73455810546875,0.0,0
sc_h_30,lama_dilated,117,96,7.484852470475939,30.85467529296875,0.0,0
sc_h_30,lama_auto,117,96,8.38483076173791,28.16326904296875,0.8077289330035551,1
sc_h_31,raw,121,96,13.300390676952144,40.17889404296875,1.1201249881175863,2
sc_h_31,telea,121,96,12.628957616798957,38.61932373046875,0.0,0
sc_h_31,navier_stokes,121,96,11.121870569658276,37.71502685546875,0.0,0
sc_h_31,lama_manual_mask,121,96,11.204381260829468,16.96697998046875,0.0,0
sc_h_31,lama_dilated,121,96,9.832868642768311,39.16619873046875,0.0,0
sc_h_31,lama_auto,121,96,9.555848611307598,25.70330810546875,0.0,0
