stem,method,region_h,region_w,niqe,brisque
sc_33_23,swin2sr,361,370,14.819154826410967,74.30780029296875
sc_33_23,realesrgan,347,356,5.375594463059573,6.56072998046875
sc_33_23,aesrgan,347,356,5.402773809540725,4.92791748046875
sc_33_24,lama_dilated,126,96,10.44233205751966,34.45623779296875
sc_33_24,swin2sr,402,269,15.798629278425127,95.81365966796875
sc_33_24,realesrgan,384,259,9.4824004362637,34.52362060546875
sc_33_24,aesrgan,384,259,9.093407833224346,25.18377685546875
sc_33_25,lama_dilated,116,96,4.756055129464374,33.02362060546875
sc_33_25,swin2sr,359,234,11.00872410289162,70.98455810546875
sc_33_25,realesrgan,344,226,4.120978661526373,17.50701904296875
sc_33_25,aesrgan,344,226,4.85361237468689,18.90545654296875
sc_33_26,lama_dilated,132,96,10.426844627626425,22.31317138671875
sc_33_26,swin2sr,425,267,19.20999558955229,105.31536865234375
sc_33_26,realesrgan,409,259,5.1957159055832065,27.86541748046875
sc_33_26,aesrgan,409,259,6.912795657299812,16.65985107421875
sc_33_27,lama_dilated,125,96,10.014427324399511,52.66912841796875
sc_33_27,swin2sr,432,260,10.767257536008543,53.49627685546875
sc_33_27,realesrgan,413,251,7.9070138174732625,12.62518310546875
sc_33_27,aesrgan,413,251,4.88393280183791,25.56951904296875
sc_33_28,lama_dilated,129,96,5.0949386657222115,29.22967529296875
sc_33_28,swin2sr,413,251,11.937502891161238,75.89471435546875
sc_33_28,realesrgan,397,243,6.141311631566516,5.83807373046875
sc_33_28,aesrgan,397,243,8.227241534604621,19.93865966796875
sc_33_29,lama_dilated,126,96,8.639535319049042,30.90350341796875
sc_33_29,swin2sr,409,272,14.337456667399131,80.08416748046875
sc_33_29,realesrgan,392,263,9.832859192498464,19.28826904296875
sc_33_29,aesrgan,392,263,9.454503108380857,25.21893310546875
sc_33_30,lama_dilated,123,96,4.787691084624294,18.93084716796875
sc_33_30,swin2sr,386,259,9.364259387018526,66.37225341796875
sc_33_30,realesrgan,372,251,3.4541960615253218,7.95037841796875
sc_33_30,aesrgan,372,251,4.517994184016695,12.27850341796875
sc_33_31,lama_dilated,116,107,9.765247261003564,21.50408935546875
sc_33_31,swin2sr,359,320,9.915897666769371,56.43817138671875
sc_33_31,realesrgan,343,308,8.094672953743373,58.52947998046875
sc_33_31,aesrgan,343,308,7.118872318161485,20.00067138671875
sc_33_32,lama_dilated,115,96,9.337893803230436,52.61053466796875
