stem,method,remove_score
sc_h_15,telea,0.5027076005935669
sc_h_15,navier_stokes,0.5112618207931519
sc_h_15,lama_manual_mask,0.3038078248500824
sc_h_15,lama_dilated,0.9459558725357056
sc_h_15,lama_auto,0.8939528465270996
sc_h_16,raw,0.543309211730957
sc_h_16,telea,0.5938835144042969
sc_h_16,navier_stokes,0.6045553684234619
sc_h_16,lama_manual_mask,0.6696779131889343
sc_h_16,lama_dilated,0.6903222799301147
sc_h_16,lama_auto,0.7239700555801392
sc_h_17,raw,0.4035828411579132
sc_h_17,telea,0.7609347105026245
sc_h_17,navier_stokes,0.7265644073486328
sc_h_17,lama_manual_mask,0.44649994373321533
sc_h_17,lama_dilated,0.9332414865493774
sc_h_17,lama_auto,0.9026538133621216
sc_h_18,raw,0.18587607145309448
sc_h_18,telea,0.7162054777145386
sc_h_18,navier_stokes,0.7085181474685669
sc_h_18,lama_manual_mask,0.5811545848846436
sc_h_18,lama_dilated,0.9051548838615417
sc_h_18,lama_auto,0.8858410120010376
sc_h_19,raw,0.7517867088317871
sc_h_19,telea,0.8406287431716919
sc_h_19,navier_stokes,0.8428099751472473
sc_h_19,lama_manual_mask,0.8612150549888611
sc_h_19,lama_dilated,0.885143518447876
sc_h_19,lama_auto,0.790969729423523
sc_h_20,raw,0.8330284357070923
sc_h_20,telea,0.8167545795440674
sc_h_20,navier_stokes,0.8841062188148499
sc_h_20,lama_manual_mask,0.8897609114646912
sc_h_20,lama_dilated,0.8966464996337891
sc_h_20,lama_auto,0.8948827981948853
sc_h_21,raw,0.4120074510574341
sc_h_21,telea,0.6677188873291016
sc_h_21,navier_stokes,0.7434567213058472
sc_h_21,lama_manual_mask,0.8073041439056396
sc_h_21,lama_dilated,0.8861873149871826
sc_h_21,lama_auto,0.8892072439193726
sc_h_22,raw,0.8833779096603394
sc_h_22,telea,0.8183876872062683
sc_h_22,navier_stokes,0.847977340221405
sc_h_22,lama_manual_mask,0.886931300163269
sc_h_22,lama_dilated,0.8848581314086914
sc_h_22,lama_auto,0.8810773491859436
sc_h_23,raw,0.7025107145309448
sc_h_23,telea,0.7929815053939819
sc_h_23,navier_stokes,0.7862426042556763
sc_h_23,lama_manual_mask,0.7218019962310791
sc_h_23,lama_dilated,0.8494340181350708
sc_h_23,lama_auto,0.8312779664993286
sc_h_24,raw,0.7423869371414185
sc_h_24,telea,0.7914296388626099
sc_h_24,navier_stokes,0.8446916341781616
sc_h_24,lama_manual_mask,0.9090551137924194
sc_h_24,lama_dilated,0.9316664338111877
sc_h_24,lama_auto,0.9304929971694946
sc_h_25,raw,0.6414799690246582
sc_h_25,telea,0.6900870203971863
sc_h_25,navier_stokes,0.7115851640701294
sc_h_25,lama_manual_mask,0.7436606884002686
sc_h_25,lama_dilated,0.831750750541687
sc_h_25,lama_auto,0.834971010684967
sc_h_26,raw,0.6254417896270752
sc_h_26,telea,0.8540902137756348
sc_h_26,navier_stokes,0.8969923257827759
sc_h_26,lama_manual_mask,0.8016003370285034
sc_h_26,lama_dilated,0.8696197867393494
sc_h_26,lama_auto,0.8496443629264832
sc_h_27,raw,0.5615277290344238
sc_h_27,telea,0.9076147079467773
sc_h_27,navier_stokes,0.9011787176132202
sc_h_27,lama_manual_mask,0.8182251453399658
sc_h_27,lama_dilated,0.9117612242698669
sc_h_27,lama_auto,0.8921489715576172
sc_h_28,raw,0.5685209035873413
sc_h_28,telea,0.8015627861022949
sc_h_28,navier_stokes,0.8381569385528564
sc_h_28,lama_manual_mask,0.7710416316986084
sc_h_28,lama_dilated,0.8689901828765869
sc_h_28,lama_auto,0.8418599963188171
sc_h_29,raw,0.606489360332489
sc_h_29,telea,0.659549355506897
sc_h_29,navier_stokes,0.682171106338501
sc_h_29,lama_manual_mask,0.6962660551071167
sc_h_29,lama_dilated,0.7370208501815796
sc_h_29,lama_auto,0.7470581531524658
sc_h_3,raw,0.38330626487731934
sc_h_3,telea,0.42194420099258423
sc_h_3,navier_stokes,0.37770649790763855
sc_h_3,lama_manual_mask,0.4439818263053894
sc_h_3,lama_dilated,0.42381665110588074
sc_h_3,lama_auto,0.4763129949569702
sc_h_30,raw,0.7743744850158691
sc_h_30,telea,0.8211699724197388
sc_h_30,navier_stokes,0.8664591908454895
sc_h_30,lama_manual_mask,0.8717701435089111
sc_h_30,lama_dilated,0.8986454010009766
sc_h_30,lama_auto,0.8662201166152954
sc_h_31,raw,0.6795804500579834
sc_h_31,telea,0.8938844799995422
sc_h_31,navier_stokes,0.9046175479888916
sc_h_31,lama_manual_mask,0.757082462310791
sc_h_31,lama_dilated,0.9274543523788452
