image,sr_method,input_niqe,sr_niqe,niqe_improvement,input_brisque,sr_brisque,brisque_improvement,input_remove,sr_remove,remove_improvement,niqe_result,brisque_result,remove_result
sc_h_42,aesrgan,6.052170139995755,3.688601960459496,2.3635681795362586,16.41131591796875,6.90643310546875,9.5048828125,0.8271980285644531,0.8517451882362366,0.024547159671783447,Improved,Improved,Improved
sc_h_43,aesrgan,11.28356605427833,12.975951411602283,-1.6923853573239533,17.65838623046875,34.65252685546875,-16.994140625,0.907581865787506,0.9117393493652344,0.0041574835777283825,Worsened,Worsened,Improved
sc_h_44,aesrgan,7.543635662294677,13.624004787422717,-6.08036912512804,13.38592529296875,26.60955810546875,-13.2236328125,0.9126243591308594,0.900615394115448,-0.012008965015411377,Worsened,Worsened,Worsened
sc_33_1,swin2sr,5.893139362681383,,,-5.04083251953125,,,0.7159628868103027,,,,,
sc_33_11,swin2sr,10.522218410810398,13.95614032815092,-3.4339219173405215,17.36444091796875,106.46783447265624,-89.10339355468749,0.9022783041000366,0.8057804703712463,-0.09649783372879028,Worsened,Worsened,Worsened
sc_33_12,swin2sr,8.399760718961485,12.1271163997731,-3.727355680811616,16.01043701171875,65.86199951171875,-49.8515625,0.9031728506088256,0.8684624433517456,-0.03471040725707997,Worsened,Worsened,Worsened
sc_33_13,swin2sr,6.981310551765733,9.006137310931864,-2.024826759166131,49.85858154296875,39.43670654296875,10.421875,0.7773683071136475,0.6678956151008606,-0.10947269201278687,Worsened,Improved,Worsened
sc_33_14,swin2sr,5.21952102153655,7.585460551800716,-2.365939530264166,20.40740966796875,33.32928466796875,-12.921875,0.8567471504211426,0.7767775654792786,-0.07996958494186401,Worsened,Worsened,Worsened
sc_33_15,swin2sr,6.684796784248552,12.297013090907528,-5.6122163066589765,14.96697998046875,54.49627685546875,-39.529296875,0.5931088924407959,0.5478333234786987,-0.04527556896209717,Worsened,Worsened,Worsened
sc_33_16,swin2sr,13.408182151934277,15.831452509427567,-2.4232703574932906,7.65643310546875,78.49530029296875,-70.8388671875,0.9085381627082824,0.8684682250022888,-0.04006993770599354,Worsened,Worsened,Worsened
sc_33_17,swin2sr,12.45483359433236,16.57106942160353,-4.1162358272711685,24.87420654296875,79.65643310546875,-54.7822265625,0.8319579362869263,0.7646379470825195,-0.06731998920440674,Worsened,Worsened,Worsened
sc_33_18,swin2sr,9.770566356098508,11.590333360991051,-1.8197670048925438,5.01873779296875,49.56658935546875,-44.5478515625,0.907670557498932,0.8624473214149475,-0.045223236083984486,Worsened,Worsened,Worsened
sc_33_19,swin2sr,10.538398912412449,9.852436485377256,0.685962427035193,8.49530029296875,44.69354248046875,-36.1982421875,0.8078644275665283,0.7979581356048584,-0.009906291961669922,Improved,Worsened,Worsened
sc_33_20,swin2sr,12.373572688938754,14.918292216715177,-2.5447195277764223,16.01580810546875,73.16229248046875,-57.146484375,0.7899163961410522,0.8061161041259766,0.016199707984924316,Worsened,Worsened,Improved
sc_33_21,swin2sr,8.213320586044878,11.296870813604157,-3.0835502275592788,19.28533935546875,48.84393310546875,-29.55859375,0.8793891072273254,0.8330700397491455,-0.04631906747817993,Worsened,Worsened,Worsened
sc_33_22,swin2sr,10.463014450436097,8.657743799674828,1.805270650761269,55.12420654296875,57.52557373046875,-2.4013671875,0.7789978981018066,0.7286460995674133,-0.05035179853439331,Improved,Worsened,Worsened
sc_33_23,swin2sr,6.773369547223376,14.819154826410967,-8.04578527918759,21.00018310546875,74.30780029296875,-53.3076171875,0.908036470413208,0.8714641332626343,-0.03657233715057373,Worsened,Worsened,Worsened
sc_33_24,swin2sr,10.44233205751966,15.798629278425128,-5.356297220905468,34.45623779296875,95.81365966796876,-61.357421875000014,0.8968496322631836,0.873729944229126,-0.023119688034057617,Worsened,Worsened,Worsened
sc_33_25,swin2sr,4.756055129464374,11.00872410289162,-6.252668973427245,33.02362060546875,70.98455810546875,-37.9609375,0.8065935373306274,0.7216624021530151,-0.0849311351776123,Worsened,Worsened,Worsened
sc_33_26,swin2sr,10.426844627626425,19.20999558955229,-8.783150961925864,22.31317138671875,105.31536865234376,-83.00219726562501,0.9066964387893676,0.8922539353370667,-0.014442503452300914,Worsened,Worsened,Worsened
sc_33_27,swin2sr,10.014427324399511,10.767257536008543,-0.752830211609032,52.66912841796875,53.49627685546875,-0.8271484375,0.8900061845779419,0.7474767565727234,-0.1425294280052185,Worsened,Worsened,Worsened
sc_33_28,swin2sr,5.094938665722212,11.937502891161238,-6.842564225439025,29.22967529296875,75.89471435546875,-46.6650390625,0.8875241875648499,0.8327559232711792,-0.054768264293670654,Worsened,Worsened,Worsened
sc_33_29,swin2sr,8.639535319049042,14.337456667399133,-5.697921348350091,30.90350341796875,80.08416748046875,-49.1806640625,0.8764435052871704,0.912311315536499,0.03586781024932861,Worsened,Worsened,Improved
sc_33_30,swin2sr,4.787691084624294,9.364259387018526,-4.576568302394232,18.93084716796875,66.37225341796875,-47.44140625,0.8884524703025818,0.8402360677719116,-0.048216402530670166,Worsened,Worsened,Worsened
sc_33_31,swin2sr,9.765247261003564,9.915897666769371,-0.15065040576580735,21.50408935546875,56.43817138671875,-34.93408203125,0.9175323247909546,0.8714655041694641,-0.04606682062149048,Worsened,Worsened,Worsened
sc_33_32,swin2sr,9.337893803230436,8.05599134631736,1.2819024569130768,52.61053466796875,47.74920654296875,4.861328125,0.8028961420059204,0.6353639364242554,-0.16753220558166504,Improved,Improved,Worsened
sc_33_33,swin2sr,4.7711824948694765,7.859758226605292,-3.0885757317358156,14.06170654296875,51.39373779296875,-37.33203125,0.8047149777412415,0.7564333081245422,-0.04828166961669922,Worsened,Worsened,Worsened
sc_33_34,swin2sr,12.161801198750648,13.774250934514631,-1.6124497357639829,18.71502685546875,94.01483154296876,-75.29980468750001,0.9094831943511964,0.8841387629508972,-0.025344431400299183,Worsened,Worsened,Worsened
sc_33_35,swin2sr,4.832198490521072,9.608074236608326,-4.775875746087254,10.31561279296875,59.46209716796875,-49.146484375,0.7979444265365601,0.7279393672943115,-0.07000505924224854,Worsened,Worsened,Worsened
sc_33_36,swin2sr,13.368252834780373,17.016541518829353,-3.64828868404898,20.76531982421875,106.0203857421875,-85.25506591796875,0.910757541656494,0.8793622255325317,-0.03139531612396229,Worsened,Worsened,Worsened
sc_33_37,swin2sr,8.3365746058876,10.550759401473783,-2.214184795586183,48.44842529296875,46.15643310546875,2.2919921875,0.8116345405578613,0.6924445629119873,-0.11918997764587402,Worsened,Improved,Worsened
sc_33_38,swin2sr,6.35117823511506,9.286673709321333,-2.935495474206273,27.57635498046875,55.35467529296875,-27.7783203125,0.8073179721832275,0.7565361857414246,-0.05078178644180298,Worsened,Worsened,Worsened
sc_33_39,swin2sr,11.617620659416833,12.68407338684825,-1.0664527274314164,10.86834716796875,82.63592529296875,-71.767578125,0.8873836398124695,0.8698978424072266,-0.01748579740524292,Worsened,Worsened,Worsened
sc_33_40,swin2sr,6.500131359972902,8.842602760249825,-2.3424714002769234,30.43670654296875,60.46307373046875,-30.0263671875,0.806577742099762,0.7373152375221252,-0.06926250457763672,Worsened,Worsened,Worsened
sc_h_1,swin2sr,6.20102911534391,,,34.32830810546875,,,0.6489682793617249,,,,,
sc_h_10,swin2sr,5.937549167523905,8.879515817833214,-2.9419666503093094,25.05487060546875,67.01776123046875,-41.962890625,0.8391227722167969,0.8295400142669678,-0.009582757949829102,Worsened,Worsened,Worsened
sc_h_11,swin2sr,11.87974329784055,12.604889990468976,-0.7251466926284262,10.74334716796875,96.56951904296876,-85.82617187500001,0.9206305742263794,0.902542233467102,-0.018088340759277344,Worsened,Worsened,Worsened
sc_h_12,swin2sr,8.955110178067198,10.184844569199203,-1.2297343911320056,30.90350341796875,70.69354248046875,-39.7900390625,0.7377485036849976,0.5128191709518433,-0.2249293327331543,Worsened,Worsened,Worsened
sc_h_13,swin2sr,8.050606516491701,11.98169769100896,-3.9310911745172596,18.03240966796875,86.23651123046875,-68.2041015625,0.8567488193511963,0.8585174083709717,0.0017685890197753906,Worsened,Worsened,Improved
sc_h_14,swin2sr,7.539749835367923,10.42578572430996,-2.886035888942038,36.75799560546875,72.10467529296875,-35.3466796875,0.8939652442932129,0.8564386367797852,-0.037526607513427734,Worsened,Worsened,Worsened
sc_h_15,swin2sr,11.073903224073105,10.430936735360577,0.6429664887125277,20.88885498046875,78.68572998046875,-57.796875,0.9448997974395752,0.9204808473587036,-0.024418950080871582,Improved,Worsened,Worsened
sc_h_16,swin2sr,7.8213863636733185,8.373950735237047,-0.5525643715637285,41.50994873046875,55.59295654296875,-14.0830078125,0.760788083076477,0.8280773758888245,0.06728929281234741,Worsened,Worsened,Improved
sc_h_17,swin2sr,8.23518669315131,14.826803878196928,-6.591617185045619,25.58026123046875,93.76580810546876,-68.18554687500001,0.9332414865493774,0.9284738302230836,-0.004767656326293834,Worsened,Worsened,Worsened
sc_h_18,swin2sr,7.289946900723947,9.945848154026194,-2.6559012533022477,15.14764404296875,89.88201904296875,-74.734375,0.8962168097496033,0.881793200969696,-0.014423608779907227,Worsened,Worsened,Worsened
sc_h_19,swin2sr,10.667163429414035,14.885070844948125,-4.217907415534089,36.71405029296875,80.68377685546875,-43.9697265625,0.8881787657737732,0.891109824180603,0.002931058406829834,Worsened,Worsened,Improved
sc_h_20,swin2sr,5.7948107785637255,8.425902433989632,-2.631091655425907,33.04608154296875,64.59686279296875,-31.55078125,0.8991102576255798,0.8477553725242615,-0.05135488510131836,Worsened,Worsened,Worsened
sc_h_21,swin2sr,5.859101993983165,9.41352020669636,-3.5544182127131947,20.07244873046875,68.16033935546875,-48.087890625,0.9009170532226562,0.8717544078826904,-0.02916264533996582,Worsened,Worsened,Worsened
sc_h_22,swin2sr,12.25020315539578,9.703602507306812,2.546600648088969,18.98651123046875,56.49090576171875,-37.50439453125,0.8823634386062622,0.7547770142555237,-0.12758642435073853,Improved,Worsened,Worsened
sc_h_23,swin2sr,8.370345876538492,10.246947773897489,-1.8766018973589969,38.63787841796875,56.59100341796875,-17.953125,0.8471362590789795,0.7991886138916016,-0.04794764518737793,Worsened,Worsened,Worsened
sc_h_24,swin2sr,8.497492980541665,9.554121854503563,-1.0566288739618983,20.42108154296875,72.35955810546875,-51.9384765625,0.9285866618156432,0.8983996510505676,-0.030187010765075573,Worsened,Worsened,Worsened
sc_h_25,swin2sr,5.151316209796645,8.761646970529592,-3.6103307607329462,30.01971435546875,57.21112060546875,-27.19140625,0.788689374923706,0.6726877689361572,-0.11600160598754883,Worsened,Worsened,Worsened
sc_h_26,swin2sr,12.3421603304298,9.321673565849563,3.0204867645802373,31.50408935546875,62.88397216796875,-31.3798828125,0.8651701807975769,0.7129677534103394,-0.15220242738723755,Improved,Worsened,Worsened
sc_h_27,swin2sr,5.898058586725497,10.288537579804885,-4.3904789930793875,34.39178466796875,69.16815185546875,-34.7763671875,0.9077916145324708,0.8070163726806641,-0.10077524185180675,Worsened,Worsened,Worsened
sc_h_28,swin2sr,9.7770312910976,16.85811964096971,-7.081088349872111,30.15350341796875,89.97479248046875,-59.8212890625,0.8764296770095825,0.8967694640159607,0.020339787006378174,Worsened,Worsened,Improved
sc_h_29,swin2sr,8.713460191748226,15.334723207724748,-6.621263015976522,23.75799560546875,77.65447998046875,-53.896484375,0.7685538530349731,0.7574822902679443,-0.011071562767028809,Worsened,Worsened,Worsened
sc_h_3,swin2sr,4.618073197555846,9.191271779683388,-4.573198582127542,26.11151123046875,56.58026123046875,-30.46875,0.3888731002807617,0.3680261075496673,-0.020846992731094416,Worsened,Worsened,Worsened
sc_h_30,swin2sr,7.500958414677422,10.937619474117543,-3.4366610594401212,31.80584716796875,73.29803466796875,-41.4921875,0.8961562514305115,0.8883911967277527,-0.007765054702758789,Worsened,Worsened,Worsened
sc_h_31,swin2sr,10.073672571125403,14.057924064184444,-3.984251493059041,38.48651123046875,90.84881591796876,-52.362304687500014,0.9230871200561525,0.9066541194915771,-0.016433000564575306,Worsened,Worsened,Worsened
sc_h_32,swin2sr,6.216038653935047,9.031144802515316,-2.815106148580269,22.76287841796875,55.47967529296875,-32.716796875,0.872559130191803,0.8455570936203003,-0.027002036571502686,Worsened,Worsened,Worsened
sc_h_33,swin2sr,9.096259709048187,17.618223017586676,-8.521963308538488,33.30682373046875,90.63983154296876,-57.333007812500014,0.9046639204025269,0.9008686542510986,-0.0037952661514282227,Worsened,Worsened,Worsened
sc_h_34,swin2sr,9.511908118071773,19.302249810893407,-9.790341692821634,27.91815185546875,89.00897216796875,-61.0908203125,0.8576444387435913,0.8055402636528015,-0.052104175090789795,Worsened,Worsened,Worsened
sc_h_35,swin2sr,5.823646264310619,9.645616704966228,-3.821970440655609,15.36932373046875,68.14959716796875,-52.7802734375,0.9115043878555298,0.8785679340362549,-0.0329364538192749,Worsened,Worsened,Worsened
sc_h_36,swin2sr,7.298947865078169,8.971806355234852,-1.672858490156683,13.31365966796875,49.01385498046875,-35.7001953125,0.8478363752365112,0.7644405364990234,-0.08339583873748779,Worsened,Worsened,Worsened
sc_h_37,swin2sr,5.076161227328252,8.396581554055363,-3.3204203267271106,12.06561279296875,59.42889404296875,-47.36328125,0.8945819139480591,0.8472388982772827,-0.04734301567077637,Worsened,Worsened,Worsened
sc_h_38,swin2sr,10.303194762498627,16.725950424097075,-6.422755661598448,19.87908935546875,87.22967529296875,-67.3505859375,0.9026793241500854,0.8807814121246338,-0.02189791202545166,Worsened,Worsened,Worsened
sc_h_39,swin2sr,6.975792787470766,17.89866151177856,-10.922868724307794,12.71697998046875,76.40740966796875,-63.6904296875,0.889046311378479,0.8551414012908936,-0.03390491008758545,Worsened,Worsened,Worsened
sc_h_40,swin2sr,5.8517853953156544,9.43879345594966,-3.5870080606340062,22.73065185546875,66.71942138671875,-43.98876953125,0.9210819005966188,0.8739867210388184,-0.047095179557800404,Worsened,Worsened,Worsened
sc_h_41,swin2sr,9.732526331873574,8.809803563580763,0.922722768292811,14.44549560546875,76.14959716796875,-61.7041015625,0.9286215305328368,0.8929280042648315,-0.03569352626800526,Improved,Worsened,Worsened
sc_h_42,swin2sr,6.052170139995755,9.483737560273196,-3.4315674202774415,16.41131591796875,49.62811279296875,-33.216796875,0.8271980285644531,0.8168567419052124,-0.010341286659240723,Worsened,Worsened,Worsened
sc_h_43,swin2sr,11.28356605427833,16.715044801785215,-5.431478747506885,17.65838623046875,95.09002685546876,-77.43164062500001,0.907581865787506,0.8735182285308838,-0.0340636372566222,Worsened,Worsened,Worsened
sc_h_44,swin2sr,7.543635662294677,17.732387865573862,-10.188752203279186,13.38592529296875,91.79803466796876,-78.41210937500001,0.9126243591308594,0.8663455247879028,-0.04627883434295654,Worsened,Worsened,Worsened
