stem,method,niqe ↓,brisque ↓,ocr_conf_sum ↓,remove_score ↑,conclusion,conlcusion (visual)
sc_h_15,lama_dilated,10.85425132238413,22.80487060546875,0.0,0.9459558725357056,✔️,✔️
sc_h_15,lama_auto,8.941966714943078,18.11248779296875,0.0,0.8939528465270996,✔️,✔️
sc_h_16,raw,8.595971280989183,55.77850341796875,0.5404344476082373,0.543309211730957,,
sc_h_16,telea,8.628262616041699,44.29803466796875,0.0,0.5938835144042969,,
sc_h_16,navier_stokes,7.228698701184607,46.19647216796875,0.0,0.6045553684234619,,
sc_h_16,lama_manual_mask,6.920983802759101,48.37518310546875,0.0,0.6696779131889343,✔️,
sc_h_16,lama_dilated,7.631513516897686,44.90350341796875,0.0,0.6903222799301147,,✔️
sc_h_16,lama_auto,7.372674321278707,36.59295654296875,0.0,0.7239700555801392,✔️,✔️
sc_h_17,raw,15.12696059945883,42.68084716796875,2.921231101468044,0.4035828411579132,,
sc_h_17,telea,10.91236003711378,33.99920654296875,0.0,0.7609347105026245,,
sc_h_17,navier_stokes,8.186753570085004,36.55975341796875,0.0,0.7265644073486328,,
sc_h_17,lama_manual_mask,9.856637257892038,27.32830810546875,0.4658096730709076,0.4464999437332153,,
sc_h_17,lama_dilated,8.23518669315131,25.58026123046875,0.0,0.9332414865493774,✔️,✔️
sc_h_17,lama_auto,7.083417912297346,24.68377685546875,0.0,0.9026538133621216,✔️,✔️
sc_h_18,raw,12.697424311221893,36.95233154296875,2.095278934448364,0.1858760714530944,,
sc_h_18,telea,7.973285306903851,17.52557373046875,0.0,0.7162054777145386,,
sc_h_18,navier_stokes,6.469313135444408,24.08416748046875,0.0,0.7085181474685669,✔️,
sc_h_18,lama_manual_mask,8.661347288225942,23.25115966796875,0.4961972342271218,0.5811545848846436,,
sc_h_18,lama_dilated,7.981196194209436,14.91522216796875,0.0,0.9051548838615416,✔️,✔️
sc_h_18,lama_auto,7.76274101089447,19.09100341796875,0.0,0.8858410120010376,✔️,✔️
sc_h_19,raw,10.704530407248251,42.00213623046875,1.1726903539135107,0.7517867088317871,,
sc_h_19,telea,8.424610137509584,40.79022216796875,0.0,0.8406287431716919,,
sc_h_19,navier_stokes,8.590394025016076,43.17987060546875,0.0,0.8428099751472473,,
sc_h_19,lama_manual_mask,7.186783218928062,34.40936279296875,0.0,0.8612150549888611,✔️,
sc_h_19,lama_dilated,8.406524570077067,40.21990966796875,0.0,0.885143518447876,✔️,✔️
sc_h_19,lama_auto,9.1657417706088,40.95623779296875,0.6565936323980983,0.790969729423523,,
sc_h_20,raw,8.096012029146479,38.94354248046875,2.800036792151224,0.8330284357070923,,
sc_h_20,telea,9.410053638888744,50.89471435546875,0.0,0.8167545795440674,,
sc_h_20,navier_stokes,8.650121593401273,44.62225341796875,0.0,0.8841062188148499,,
sc_h_20,lama_manual_mask,7.786390735173616,39.20233154296875,0.0,0.8897609114646912,,
sc_h_20,lama_dilated,7.376657692794536,36.72674560546875,0.0,0.8966464996337891,✔️,✔️
sc_h_20,lama_auto,7.026239712483834,35.81072998046875,0.0,0.8948827981948853,✔️,
sc_h_21,raw,7.664753051369903,24.86346435546875,1.6708106613383222,0.4120074510574341,,
sc_h_21,telea,6.19926499231404,22.89471435546875,0.0,0.6677188873291016,,
sc_h_21,navier_stokes,5.162216507620573,23.09100341796875,0.0,0.7434567213058472,✔️,
sc_h_21,lama_manual_mask,5.3599538966073546,21.11053466796875,0.0,0.8073041439056396,,
sc_h_21,lama_dilated,5.85566628758544,20.57830810546875,0.0,0.8861873149871826,,✔️
sc_h_21,lama_auto,6.026719961349558,19.51678466796875,0.0,0.8892072439193726,✔️,✔️
sc_h_22,raw,11.197142264286985,20.90838623046875,1.144969787393245,0.8833779096603394,,
sc_h_22,telea,8.206250641627458,28.59393310546875,0.0,0.8183876872062683,✔️,
sc_h_22,navier_stokes,9.39288850549621,21.31658935546875,0.0,0.847977340221405,,
sc_h_22,lama_manual_mask,10.83892079059886,21.12469482421875,0.0,0.886931300163269,✔️,
sc_h_22,lama_dilated,10.686061523052755,20.30145263671875,0.0,0.8848581314086914,,✔️
sc_h_22,lama_auto,10.414589298195752,18.21942138671875,0.0,0.8810773491859436,✔️,✔️
sc_h_23,raw,12.546432827166802,54.79901123046875,1.0905255760413113,0.7025107145309448,,
sc_h_23,telea,11.14321193700018,40.34100341796875,0.0,0.7929815053939819,✔️,
sc_h_23,navier_stokes,8.580844984020057,43.53045654296875,0.0,0.7862426042556763,,
sc_h_23,lama_manual_mask,8.831105733229354,46.91815185546875,0.0,0.7218019962310791,,
sc_h_23,lama_dilated,9.0324493571336,41.98651123046875,0.0,0.8494340181350708,✔️,✔️
sc_h_23,lama_auto,8.388296296448345,41.39569091796875,0.0,0.8312779664993286,✔️,✔️
sc_h_24,raw,8.016340423853068,26.26190185546875,2.1779078215517407,0.7423869371414185,,
sc_h_24,telea,7.254236357802427,30.59197998046875,0.0,0.7914296388626099,,
sc_h_24,navier_stokes,7.3431493025185395,27.73651123046875,0.0,0.8446916341781616,,
sc_h_24,lama_manual_mask,6.907728020788885,26.31463623046875,0.0,0.9090551137924194,✔️,
sc_h_24,lama_dilated,8.480106894664486,21.24237060546875,0.0,0.9316664338111876,✔️,✔️
sc_h_24,lama_auto,7.531172241811446,23.75506591796875,0.0,0.9304929971694946,✔️,✔️
sc_h_25,raw,6.675865856736243,35.59393310546875,0.0,0.6414799690246582,,
sc_h_25,telea,7.736150866885247,35.64178466796875,0.0,0.6900870203971863,,
sc_h_25,navier_stokes,5.5007623600831455,31.70330810546875,0.0,0.7115851640701294,,
sc_h_25,lama_manual_mask,4.79848602620857,27.11444091796875,0.0,0.7436606884002686,,
sc_h_25,lama_dilated,5.172490704404951,29.91326904296875,0.0,0.831750750541687,,✔️
sc_h_25,lama_auto,4.545730397356573,24.70135498046875,0.0,0.834971010684967,✔️,✔️
sc_h_26,raw,10.75346260295714,26.72674560546875,0.1084655076265335,0.6254417896270752,✔️,
sc_h_26,telea,9.634830649658818,37.53240966796875,0.0,0.8540902137756348,,
sc_h_26,navier_stokes,10.051969430729343,36.28240966796875,0.0,0.8969923257827759,✔️,
sc_h_26,lama_manual_mask,9.104476925250692,30.89959716796875,0.0,0.8016003370285034,✔️,
sc_h_26,lama_dilated,11.58300107132179,32.11346435546875,0.0,0.8696197867393494,,✔️
