stem,method,niqe ↓,brisque ↓,remove_score ↑,conclusion,conlcusion (visual)
sc_h_28,swin2sr,16.85811964096971,89.97479248046875,0.8967694640159607,✔️,
sc_h_28,realesrgan,12.353431691759218,9.30975341796875,0.8857929706573486,✔️,
sc_h_28,aesrgan,8.0120407958376,14.59588623046875,0.890886127948761,✔️,✔️
sc_h_29,lama_dilated,8.713460191748226,23.75799560546875,0.7685538530349731,,
sc_h_29,swin2sr,15.334723207724748,77.65447998046875,0.7574822902679443,,
sc_h_29,realesrgan,8.437285185975618,12.77557373046875,0.7951687574386597,✔️,
sc_h_29,aesrgan,8.453438222853205,12.55975341796875,0.8075861930847168,✔️,✔️
sc_h_3,lama_dilated,4.618073197555846,26.11151123046875,0.3888731002807617,✔️,
sc_h_3,swin2sr,9.191271779683388,56.58026123046875,0.3680261075496673,,
sc_h_3,realesrgan,6.239690360106724,15.11444091796875,0.2195367068052292,,
sc_h_3,aesrgan,4.213863852306251,-5.15899658203125,0.2425121665000915,✔️,✔️
sc_h_30,lama_dilated,7.500958414677422,31.80584716796875,0.8961562514305115,✔️,
sc_h_30,swin2sr,10.937619474117543,73.29803466796875,0.8883911967277527,,
sc_h_30,realesrgan,5.06326214311401,14.64373779296875,0.8914813995361328,✔️,
sc_h_30,aesrgan,3.8978443876082585,17.91717529296875,0.8935569524765015,✔️,✔️
sc_h_31,lama_dilated,10.073672571125403,38.48651123046875,0.9230871200561525,✔️,
sc_h_31,swin2sr,14.057924064184444,90.84881591796876,0.9066541194915771,,
sc_h_31,realesrgan,11.538375784507425,31.63787841796875,0.9130278825759888,,
sc_h_31,aesrgan,6.076324499825539,15.01971435546875,0.892507791519165,✔️,✔️
sc_h_32,lama_dilated,6.216038653935047,22.76287841796875,0.872559130191803,✔️,
sc_h_32,swin2sr,9.031144802515316,55.47967529296875,0.8455570936203003,,
sc_h_32,realesrgan,3.400953433477003,0.50311279296875,0.8377336859703064,✔️,
sc_h_32,aesrgan,3.825377326517284,11.63983154296875,0.8542501330375671,,✔️
sc_h_33,lama_dilated,9.096259709048187,33.30682373046875,0.9046639204025269,✔️,
sc_h_33,swin2sr,17.618223017586676,90.63983154296876,0.9008686542510986,,
sc_h_33,realesrgan,13.169947594966786,31.77166748046875,0.9169594049453736,,
sc_h_33,aesrgan,13.16550758115426,29.65350341796875,0.9260947108268738,✔️,✔️
sc_h_34,lama_dilated,9.511908118071773,27.91815185546875,0.8576444387435913,✔️,
sc_h_34,swin2sr,19.302249810893407,89.00897216796875,0.8055402636528015,,
sc_h_34,realesrgan,12.8748915591016,24.42303466796875,0.8426840305328369,✔️,
sc_h_34,aesrgan,10.530762068818678,28.86053466796875,0.860576868057251,✔️,✔️
sc_h_35,lama_dilated,5.823646264310619,15.36932373046875,0.9115043878555298,✔️,
sc_h_35,swin2sr,9.645616704966228,68.14959716796875,0.8785679340362549,,
sc_h_35,realesrgan,5.740395559608143,40.47186279296875,0.9025168418884276,✔️,
sc_h_35,aesrgan,7.615097556297204,25.74530029296875,0.8914802074432373,,✔️
sc_h_36,lama_dilated,7.298947865078169,13.31365966796875,0.8478363752365112,✔️,
sc_h_36,swin2sr,8.971806355234852,49.01385498046875,0.7644405364990234,,
sc_h_36,realesrgan,7.287876160713772,7.19744873046875,0.8123664259910583,✔️,
sc_h_36,aesrgan,5.461010531127729,10.83709716796875,0.8098009824752808,✔️,✔️
sc_h_37,lama_dilated,5.076161227328252,12.06561279296875,0.8945819139480591,✔️,
sc_h_37,swin2sr,8.396581554055363,59.42889404296875,0.8472388982772827,,
sc_h_37,realesrgan,4.231387788792497,7.29412841796875,0.8691719770431519,,
sc_h_37,aesrgan,3.644549784342242,2.58221435546875,0.8887330889701843,✔️,✔️
sc_h_38,lama_dilated,10.303194762498627,19.87908935546875,0.9026793241500854,✔️,
sc_h_38,swin2sr,16.725950424097075,87.22967529296875,0.8807814121246338,,
sc_h_38,realesrgan,10.269652638043802,15.10369873046875,0.8927829265594482,✔️,
sc_h_38,aesrgan,11.613163535737405,9.79217529296875,0.8897126913070679,✔️,✔️
sc_h_39,lama_dilated,6.975792787470766,12.71697998046875,0.889046311378479,✔️,
sc_h_39,swin2sr,17.89866151177856,76.40740966796875,0.8551414012908936,,
sc_h_39,realesrgan,12.039207209895643,16.33319091796875,0.900387704372406,,
sc_h_39,aesrgan,12.647369288647331,9.74041748046875,0.9004014730453491,✔️,✔️
sc_h_40,lama_dilated,5.8517853953156544,22.73065185546875,0.9210819005966188,✔️,
sc_h_40,swin2sr,9.43879345594966,66.71942138671875,0.8739867210388184,,
sc_h_40,realesrgan,6.506663509182432,31.27459716796875,0.8869376182556152,,
sc_h_40,aesrgan,3.7058714621862463,23.56463623046875,0.9003125429153442,✔️,✔️
sc_h_41,lama_dilated,9.732526331873574,14.44549560546875,0.9286215305328368,✔️,
sc_h_41,swin2sr,8.809803563580763,76.14959716796875,0.8929280042648315,✔️,
sc_h_41,realesrgan,11.1972260389067,29.42694091796875,0.928991198539734,✔️,
sc_h_41,aesrgan,10.07759635787013,26.92596435546875,0.9284764528274536,,✔️
sc_h_42,lama_dilated,6.052170139995755,16.41131591796875,0.8271980285644531,,
sc_h_42,swin2sr,9.483737560273196,49.62811279296875,0.8168567419052124,,
sc_h_42,realesrgan,3.930571189526042,11.52459716796875,0.8491741418838501,,
sc_h_42,aesrgan,3.688601960459496,6.90643310546875,0.8517451882362366,✔️,✔️
sc_h_43,lama_dilated,11.28356605427833,17.65838623046875,0.907581865787506,✔️,
sc_h_43,swin2sr,16.715044801785215,95.09002685546876,0.8735182285308838,,
sc_h_43,realesrgan,14.37603515065583,36.47479248046875,0.9008102416992188,,
sc_h_43,aesrgan,12.975951411602283,34.65252685546875,0.9117393493652344,✔️,✔️
sc_h_44,lama_dilated,7.543635662294677,13.38592529296875,0.9126243591308594,✔️,
