image,manual count,raw_count,aesrgan_count,swin2sr_count
sc_33_15.png,26,0,17,7
sc_33_16.png,24,0,20,18
sc_33_18.png,15,0,10,9
sc_33_20.png,20,0,18,16
sc_33_29.png,16,0,14,15
sc_33_30.png,30,0,26,24
sc_33_17.png,5,0,5,4
sc_33_33.png,26,0,23,20
sc_33_38.png,20,0,19,10
sc_33_39.png,17,0,15,11
